state,year,population,state_abr
Virginia,1942,2805954,VA
Virginia,1943,2870045,VA
Virginia,1944,2934135,VA
Virginia,1945,2998226,VA
Virginia,1946,3062317,VA
Virginia,1947,3126407,VA
Virginia,1948,3190498,VA
Virginia,1949,3254589,VA
Virginia,1950,3318680,VA
Virginia,1951,3383506,VA
Virginia,1952,3448333,VA
Virginia,1953,3513160,VA
Virginia,1954,3577987,VA
Virginia,1955,3642814,VA
Virginia,1956,3707641,VA
Virginia,1957,3772468,VA
Virginia,1958,3837295,VA
Virginia,1959,3902122,VA
Virginia,1960,3966949,VA
Virginia,1961,4035103,VA
Virginia,1962,4103258,VA
Virginia,1963,4171412,VA
Virginia,1964,4239567,VA
Virginia,1965,4307721,VA
Virginia,1966,4375876,VA
Virginia,1967,4444030,VA
Virginia,1968,4512185,VA
Virginia,1969,4580339,VA
Virginia,1970,4648494,VA
Virginia,1971,4718326,VA
Virginia,1972,4788158,VA
Virginia,1973,4857991,VA
Virginia,1974,4927823,VA
Virginia,1975,4997656,VA
Virginia,1976,5067488,VA
Virginia,1977,5137320,VA
Virginia,1978,5207153,VA
Virginia,1979,5276985,VA
Virginia,1980,5346818,VA
Virginia,1981,5430872,VA
Virginia,1982,5514926,VA
Virginia,1983,5598980,VA
Virginia,1984,5683034,VA
Virginia,1985,5767088,VA
Virginia,1986,5851142,VA
Virginia,1987,5935196,VA
Virginia,1988,6019250,VA
Virginia,1989,6103304,VA
Virginia,1990,6187358,VA
Virginia,1991,6276473,VA
Virginia,1992,6365589,VA
Virginia,1993,6454705,VA
Virginia,1994,6543820,VA
Virginia,1995,6632936,VA
Virginia,1996,6722052,VA
Virginia,1997,6811167,VA
Virginia,1998,6900283,VA
Virginia,1999,6989399,VA
Virginia,2000,7078515,VA
Virginia,2001,7170765,VA
Virginia,2002,7263016,VA
Virginia,2003,7355267,VA
Virginia,2004,7447518,VA
Virginia,2005,7539769,VA
Virginia,2006,7632020,VA
Virginia,2007,7724271,VA
Virginia,2008,7816522,VA
Virginia,2009,7908773,VA
Virginia,2010,8001024,VA
Virginia,2011,8064060,VA
Virginia,2012,8127097,VA
Virginia,2013,8190134,VA
Virginia,2014,8253171,VA
Virginia,2015,8316208,VA
Virginia,2016,8379245,VA
Virginia,2017,8442282,VA
Virginia,2018,8505319,VA
Virginia,2019,8568356,VA
Washington,1910,1141990,WA
Washington,1911,1163453,WA
Washington,1912,1184916,WA
Washington,1913,1206379,WA
Washington,1914,1227842,WA
Washington,1915,1249305,WA
Washington,1916,1270768,WA
Washington,1917,1292231,WA
Washington,1918,1313694,WA
Washington,1919,1335157,WA
Washington,1920,1356621,WA
Washington,1921,1377298,WA
Washington,1922,1397976,WA
Washington,1923,1418653,WA
Washington,1924,1439331,WA
Washington,1925,1460008,WA
Washington,1926,1480686,WA
Washington,1927,1501363,WA
Washington,1928,1522041,WA
Washington,1929,1542718,WA
Washington,1930,1563396,WA
Washington,1931,1580675,WA
Washington,1932,1597955,WA
Washington,1933,1615234,WA
Washington,1934,1632514,WA
Washington,1935,1649793,WA
Washington,1936,1667073,WA
Washington,1937,1684352,WA
Washington,1938,1701632,WA
Washington,1939,1718911,WA
Washington,1940,1736191,WA
Washington,1941,1800468,WA
Washington,1942,1864745,WA
Washington,1943,1929022,WA
Washington,1944,1993299,WA
Washington,1945,2057577,WA
Washington,1946,2121854,WA
Washington,1947,2186131,WA
Washington,1948,2250408,WA
Washington,1949,2314685,WA
Washington,1950,2378963,WA
Washington,1951,2426388,WA
Washington,1952,2473813,WA
Washington,1953,2521238,WA
Washington,1954,2568663,WA
Washington,1955,2616088,WA
Washington,1956,2663513,WA
Washington,1957,2710938,WA
Washington,1958,2758363,WA
Washington,1959,2805788,WA
Washington,1960,2853214,WA
Washington,1961,2908809,WA
Washington,1962,2964405,WA
Washington,1963,3020000,WA
Washington,1964,3075596,WA
Washington,1965,3131191,WA
Washington,1966,3186787,WA
Washington,1967,3242382,WA
Washington,1968,3297978,WA
Washington,1969,3353573,WA
Washington,1970,3409169,WA
Washington,1971,3481467,WA
Washington,1972,3553766,WA
Washington,1973,3626065,WA
Washington,1974,3698363,WA
Washington,1975,3770662,WA
Washington,1976,3842961,WA
Washington,1977,3915259,WA
Washington,1978,3987558,WA
Washington,1979,4059857,WA
Washington,1980,4132156,WA
Washington,1981,4205609,WA
Washington,1982,4279063,WA
Washington,1983,4352516,WA
Washington,1984,4425970,WA
Washington,1985,4499424,WA
Washington,1986,4572877,WA
Washington,1987,4646331,WA
Washington,1988,4719784,WA
Washington,1989,4793238,WA
Washington,1990,4866692,WA
Washington,1991,4969434,WA
Washington,1992,5072177,WA
Washington,1993,5174920,WA
Washington,1994,5277663,WA
Washington,1995,5380406,WA
Washington,1996,5483149,WA
Washington,1997,5585892,WA
Washington,1998,5688635,WA
Washington,1999,5791378,WA
Washington,2000,5894121,WA
Washington,2001,5977162,WA
Washington,2002,6060204,WA
Washington,2003,6143246,WA
Washington,2004,6226288,WA
Washington,2005,6309330,WA
Washington,2006,6392372,WA
Washington,2007,6475414,WA
Washington,2008,6558456,WA
Washington,2009,6641498,WA
Washington,2010,6724540,WA
Washington,2011,6822614,WA
Washington,2012,6920688,WA
Washington,2013,7018762,WA
Washington,2014,7116836,WA
Washington,2015,7214910,WA
Washington,2016,7312984,WA
Washington,2017,7411058,WA
Washington,2018,7509132,WA
Washington,2019,7607206,WA
West Virginia,1910,1221119,WV
West Virginia,1911,1245377,WV
West Virginia,1912,1269635,WV
West Virginia,1913,1293893,WV
West Virginia,1914,1318151,WV
West Virginia,1915,1342410,WV
West Virginia,1916,1366668,WV
West Virginia,1917,1390926,WV
West Virginia,1918,1415184,WV
West Virginia,1919,1439442,WV
West Virginia,1920,1463701,WV
West Virginia,1921,1490251,WV
West Virginia,1922,1516801,WV
West Virginia,1923,1543352,WV
West Virginia,1924,1569902,WV
West Virginia,1925,1596453,WV
West Virginia,1926,1623003,WV
West Virginia,1927,1649553,WV
West Virginia,1928,1676104,WV
West Virginia,1929,1702654,WV
West Virginia,1930,1729205,WV
West Virginia,1931,1746481,WV
West Virginia,1932,1763758,WV
West Virginia,1933,1781035,WV
West Virginia,1934,1798312,WV
West Virginia,1935,1815589,WV
West Virginia,1936,1832866,WV
West Virginia,1937,1850143,WV
West Virginia,1938,1867420,WV
West Virginia,1939,1884697,WV
West Virginia,1940,1901974,WV
West Virginia,1941,1912331,WV
West Virginia,1942,1922689,WV
West Virginia,1943,1933047,WV
West Virginia,1944,1943405,WV
West Virginia,1945,1953763,WV
West Virginia,1946,1964120,WV
West Virginia,1947,1974478,WV
West Virginia,1948,1984836,WV
West Virginia,1949,1995194,WV
West Virginia,1950,2005552,WV
West Virginia,1951,1991038,WV
West Virginia,1952,1976525,WV
West Virginia,1953,1962012,WV
West Virginia,1954,1947499,WV
West Virginia,1955,1932986,WV
West Virginia,1956,1918473,WV
West Virginia,1957,1903960,WV
West Virginia,1958,1889447,WV
West Virginia,1959,1874934,WV
West Virginia,1960,1860421,WV
West Virginia,1961,1848802,WV
West Virginia,1962,1837184,WV
West Virginia,1963,1825565,WV
West Virginia,1964,1813947,WV
West Virginia,1965,1802329,WV
West Virginia,1966,1790710,WV
West Virginia,1967,1779092,WV
West Virginia,1968,1767473,WV
West Virginia,1969,1755855,WV
West Virginia,1970,1744237,WV
West Virginia,1971,1764777,WV
West Virginia,1972,1785318,WV
West Virginia,1973,1805859,WV
West Virginia,1974,1826399,WV
West Virginia,1975,1846940,WV
West Virginia,1976,1867481,WV
West Virginia,1977,1888021,WV
West Virginia,1978,1908562,WV
West Virginia,1979,1929103,WV
West Virginia,1980,1949644,WV
West Virginia,1981,1934027,WV
West Virginia,1982,1918410,WV
West Virginia,1983,1902793,WV
West Virginia,1984,1887177,WV
West Virginia,1985,1871560,WV
West Virginia,1986,1855943,WV
West Virginia,1987,1840327,WV
West Virginia,1988,1824710,WV
West Virginia,1989,1809093,WV
West Virginia,1990,1793477,WV
West Virginia,1991,1794963,WV
West Virginia,1992,1796450,WV
West Virginia,1993,1797937,WV
West Virginia,1994,1799423,WV
West Virginia,1995,1800910,WV
West Virginia,1996,1802397,WV
West Virginia,1997,1803883,WV
West Virginia,1998,1805370,WV
West Virginia,1999,1806857,WV
West Virginia,2000,1808344,WV
West Virginia,2001,1812809,WV
West Virginia,2002,1817274,WV
West Virginia,2003,1821738,WV
West Virginia,2004,1826204,WV
West Virginia,2005,1830669,WV
West Virginia,2006,1835134,WV
West Virginia,2007,1839599,WV
West Virginia,2008,1844064,WV
West Virginia,2009,1848529,WV
West Virginia,2010,1852994,WV
West Virginia,2011,1847066,WV
West Virginia,2012,1841138,WV
West Virginia,2013,1835210,WV
West Virginia,2014,1829282,WV
West Virginia,2015,1823355,WV
West Virginia,2016,1817427,WV
West Virginia,2017,1811499,WV
West Virginia,2018,1805571,WV
West Virginia,2019,1799643,WV
Wisconsin,1910,2333860,WI
Wisconsin,1911,2363680,WI
Wisconsin,1912,2393501,WI
Wisconsin,1913,2423322,WI
Wisconsin,1914,2453142,WI
Wisconsin,1915,2482963,WI
Wisconsin,1916,2512784,WI
Wisconsin,1917,2542604,WI
Wisconsin,1918,2572425,WI
Wisconsin,1919,2602246,WI
Wisconsin,1920,2632067,WI
Wisconsin,1921,2662760,WI
Wisconsin,1922,2693454,WI
Wisconsin,1923,2724148,WI
Wisconsin,1924,2754842,WI
Wisconsin,1925,2785536,WI
Wisconsin,1926,2816230,WI
Wisconsin,1927,2846924,WI
Wisconsin,1928,2877618,WI
Wisconsin,1929,2908312,WI
Wisconsin,1930,2939006,WI
Wisconsin,1931,2958864,WI
Wisconsin,1932,2978722,WI
Wisconsin,1933,2998580,WI
Wisconsin,1934,3018438,WI
Wisconsin,1935,3038296,WI
Wisconsin,1936,3058154,WI
Wisconsin,1937,3078012,WI
Wisconsin,1938,3097870,WI
Wisconsin,1939,3117728,WI
Wisconsin,1940,3137587,WI
Wisconsin,1941,3167285,WI
Wisconsin,1942,3196984,WI
Wisconsin,1943,3226683,WI
Wisconsin,1944,3256382,WI
Wisconsin,1945,3286081,WI
Wisconsin,1946,3315779,WI
Wisconsin,1947,3345478,WI
Wisconsin,1948,3375177,WI
Wisconsin,1949,3404876,WI
Wisconsin,1950,3434575,WI
Wisconsin,1951,3486295,WI
Wisconsin,1952,3538015,WI
Wisconsin,1953,3589735,WI
Wisconsin,1954,3641455,WI
Wisconsin,1955,3693176,WI
Wisconsin,1956,3744896,WI
Wisconsin,1957,3796616,WI
Wisconsin,1958,3848336,WI
Wisconsin,1959,3900056,WI
Wisconsin,1960,3951777,WI
Wisconsin,1961,3998372,WI
Wisconsin,1962,4044967,WI
Wisconsin,1963,4091563,WI
Wisconsin,1964,4138158,WI
Wisconsin,1965,4184754,WI
Wisconsin,1966,4231349,WI
Wisconsin,1967,4277944,WI
Wisconsin,1968,4324540,WI
Wisconsin,1969,4371135,WI
Wisconsin,1970,4417731,WI
Wisconsin,1971,4446534,WI
Wisconsin,1972,4475338,WI
Wisconsin,1973,4504141,WI
Wisconsin,1974,4532945,WI
Wisconsin,1975,4561749,WI
Wisconsin,1976,4590552,WI
Wisconsin,1977,4619356,WI
Wisconsin,1978,4648159,WI
Wisconsin,1979,4676963,WI
Wisconsin,1980,4705767,WI
Wisconsin,1981,4724367,WI
Wisconsin,1982,4742967,WI
Wisconsin,1983,4761567,WI
Wisconsin,1984,4780167,WI
Wisconsin,1985,4798768,WI
Wisconsin,1986,4817368,WI
Wisconsin,1987,4835968,WI
Wisconsin,1988,4854568,WI
Wisconsin,1989,4873168,WI
Wisconsin,1990,4891769,WI
Wisconsin,1991,4938959,WI
Wisconsin,1992,4986150,WI
Wisconsin,1993,5033340,WI
Wisconsin,1994,5080531,WI
Wisconsin,1995,5127722,WI
Wisconsin,1996,5174912,WI
Wisconsin,1997,5222103,WI
Wisconsin,1998,5269293,WI
Wisconsin,1999,5316484,WI
Wisconsin,2000,5363675,WI
Wisconsin,2001,5396006,WI
Wisconsin,2002,5428337,WI
Wisconsin,2003,5460668,WI
Wisconsin,2004,5492999,WI
Wisconsin,2005,5525330,WI
Wisconsin,2006,5557661,WI
Wisconsin,2007,5589992,WI
Wisconsin,2008,5622323,WI
Wisconsin,2009,5654654,WI
Wisconsin,2010,5686986,WI
Wisconsin,2011,5707659,WI
Wisconsin,2012,5728332,WI
Wisconsin,2013,5749005,WI
Wisconsin,2014,5769678,WI
Wisconsin,2015,5790352,WI
Wisconsin,2016,5811025,WI
Wisconsin,2017,5831698,WI
Wisconsin,2018,5852371,WI
Wisconsin,2019,5873044,WI
Wyoming,1910,145965,WY
Wyoming,1911,150808,WY
Wyoming,1912,155652,WY
Wyoming,1913,160496,WY
Wyoming,1914,165339,WY
Wyoming,1915,170183,WY
Wyoming,1916,175027,WY
Wyoming,1917,179870,WY
Wyoming,1918,184714,WY
Wyoming,1919,189558,WY
Wyoming,1920,194402,WY
Wyoming,1921,197518,WY
Wyoming,1922,200634,WY
Wyoming,1923,203750,WY
Wyoming,1924,206867,WY
Wyoming,1925,209983,WY
Wyoming,1926,213099,WY
Wyoming,1927,216216,WY
Wyoming,1928,219332,WY
Wyoming,1929,222448,WY
Wyoming,1930,225565,WY
Wyoming,1931,228082,WY
Wyoming,1932,230600,WY
Wyoming,1933,233118,WY
Wyoming,1934,235635,WY
Wyoming,1935,238153,WY
Wyoming,1936,240671,WY
Wyoming,1937,243188,WY
Wyoming,1938,245706,WY
Wyoming,1939,248224,WY
Wyoming,1940,250742,WY
Wyoming,1941,254720,WY
Wyoming,1942,258699,WY
Wyoming,1943,262678,WY
Wyoming,1944,266656,WY
Wyoming,1945,270635,WY
Wyoming,1946,274614,WY
Wyoming,1947,278592,WY
Wyoming,1948,282571,WY
Wyoming,1949,286550,WY
Wyoming,1950,290529,WY
Wyoming,1951,294482,WY
Wyoming,1952,298436,WY
Wyoming,1953,302390,WY
Wyoming,1954,306343,WY
Wyoming,1955,310297,WY
Wyoming,1956,314251,WY
Wyoming,1957,318204,WY
Wyoming,1958,322158,WY
Wyoming,1959,326112,WY
Wyoming,1960,330066,WY
Wyoming,1961,330301,WY
Wyoming,1962,330536,WY
Wyoming,1963,330771,WY
Wyoming,1964,331006,WY
Wyoming,1965,331241,WY
Wyoming,1966,331476,WY
Wyoming,1967,331711,WY
Wyoming,1968,331946,WY
Wyoming,1969,332181,WY
Wyoming,1970,332416,WY
Wyoming,1971,346130,WY
Wyoming,1972,359844,WY
Wyoming,1973,373558,WY
Wyoming,1974,387272,WY
Wyoming,1975,400986,WY
Wyoming,1976,414700,WY
Wyoming,1977,428414,WY
Wyoming,1978,442128,WY
Wyoming,1979,455842,WY
Wyoming,1980,469557,WY
Wyoming,1981,467960,WY
Wyoming,1982,466363,WY
Wyoming,1983,464766,WY
Wyoming,1984,463169,WY
Wyoming,1985,461572,WY
Wyoming,1986,459975,WY
Wyoming,1987,458378,WY
Wyoming,1988,456781,WY
Wyoming,1989,455184,WY
Wyoming,1990,453588,WY
Wyoming,1991,457607,WY
Wyoming,1992,461626,WY
Wyoming,1993,465646,WY
Wyoming,1994,469665,WY
Wyoming,1995,473685,WY
Wyoming,1996,477704,WY
Wyoming,1997,481723,WY
Wyoming,1998,485743,WY
Wyoming,1999,489762,WY
Wyoming,2000,493782,WY
Wyoming,2001,500766,WY
Wyoming,2002,507750,WY
Wyoming,2003,514735,WY
Wyoming,2004,521719,WY
Wyoming,2005,528704,WY
Wyoming,2006,535688,WY
Wyoming,2007,542672,WY
Wyoming,2008,549657,WY
Wyoming,2009,556641,WY
Wyoming,2010,563626,WY
Wyoming,2011,564948,WY
Wyoming,2012,566271,WY
Wyoming,2013,567593,WY
Wyoming,2014,568916,WY
Wyoming,2015,570238,WY
Wyoming,2016,571561,WY
Wyoming,2017,572883,WY
Wyoming,2018,574206,WY
Wyoming,2019,575528,WY
