state,year,population,state_abr
Pennsylvania,1910,7665111,PA
Pennsylvania,1911,7770601,PA
Pennsylvania,1912,7876092,PA
Pennsylvania,1913,7981582,PA
Pennsylvania,1914,8087073,PA
Pennsylvania,1915,8192564,PA
Pennsylvania,1916,8298054,PA
Pennsylvania,1917,8403545,PA
Pennsylvania,1918,8509035,PA
Pennsylvania,1919,8614526,PA
Pennsylvania,1920,8720017,PA
Pennsylvania,1921,8811150,PA
Pennsylvania,1922,8902283,PA
Pennsylvania,1923,8993416,PA
Pennsylvania,1924,9084550,PA
Pennsylvania,1925,9175683,PA
Pennsylvania,1926,9266816,PA
Pennsylvania,1927,9357950,PA
Pennsylvania,1928,9449083,PA
Pennsylvania,1929,9540216,PA
Pennsylvania,1930,9631350,PA
Pennsylvania,1931,9658233,PA
Pennsylvania,1932,9685116,PA
Pennsylvania,1933,9711999,PA
Pennsylvania,1934,9738882,PA
Pennsylvania,1935,9765765,PA
Pennsylvania,1936,9792648,PA
Pennsylvania,1937,9819531,PA
Pennsylvania,1938,9846414,PA
Pennsylvania,1939,9873297,PA
Pennsylvania,1940,9900180,PA
Pennsylvania,1941,9959963,PA
Pennsylvania,1942,10019746,PA
Pennsylvania,1943,10079529,PA
Pennsylvania,1944,10139312,PA
Pennsylvania,1945,10199096,PA
Pennsylvania,1946,10258879,PA
Pennsylvania,1947,10318662,PA
Pennsylvania,1948,10378445,PA
Pennsylvania,1949,10438228,PA
Pennsylvania,1950,10498012,PA
Pennsylvania,1951,10580147,PA
Pennsylvania,1952,10662282,PA
Pennsylvania,1953,10744418,PA
Pennsylvania,1954,10826553,PA
Pennsylvania,1955,10908689,PA
Pennsylvania,1956,10990824,PA
Pennsylvania,1957,11072959,PA
Pennsylvania,1958,11155095,PA
Pennsylvania,1959,11237230,PA
Pennsylvania,1960,11319366,PA
Pennsylvania,1961,11366820,PA
Pennsylvania,1962,11414274,PA
Pennsylvania,1963,11461728,PA
Pennsylvania,1964,11509183,PA
Pennsylvania,1965,11556637,PA
Pennsylvania,1966,11604091,PA
Pennsylvania,1967,11651546,PA
Pennsylvania,1968,11699000,PA
Pennsylvania,1969,11746454,PA
Pennsylvania,1970,11793909,PA
Pennsylvania,1971,11800907,PA
Pennsylvania,1972,11807906,PA
Pennsylvania,1973,11814904,PA
Pennsylvania,1974,11821903,PA
Pennsylvania,1975,11828902,PA
Pennsylvania,1976,11835900,PA
Pennsylvania,1977,11842899,PA
Pennsylvania,1978,11849897,PA
Pennsylvania,1979,11856896,PA
Pennsylvania,1980,11863895,PA
Pennsylvania,1981,11865669,PA
Pennsylvania,1982,11867444,PA
Pennsylvania,1983,11869219,PA
Pennsylvania,1984,11870994,PA
Pennsylvania,1985,11872769,PA
Pennsylvania,1986,11874543,PA
Pennsylvania,1987,11876318,PA
Pennsylvania,1988,11878093,PA
Pennsylvania,1989,11879868,PA
Pennsylvania,1990,11881643,PA
Pennsylvania,1991,11921584,PA
Pennsylvania,1992,11961525,PA
Pennsylvania,1993,12001466,PA
Pennsylvania,1994,12041407,PA
Pennsylvania,1995,12081348,PA
Pennsylvania,1996,12121289,PA
Pennsylvania,1997,12161230,PA
Pennsylvania,1998,12201171,PA
Pennsylvania,1999,12241112,PA
Pennsylvania,2000,12281054,PA
Pennsylvania,2001,12323186,PA
Pennsylvania,2002,12365319,PA
Pennsylvania,2003,12407451,PA
Pennsylvania,2004,12449584,PA
Pennsylvania,2005,12491716,PA
Pennsylvania,2006,12533849,PA
Pennsylvania,2007,12575981,PA
Pennsylvania,2008,12618114,PA
Pennsylvania,2009,12660246,PA
Pennsylvania,2010,12702379,PA
Pennsylvania,2011,12732411,PA
Pennsylvania,2012,12762443,PA
Pennsylvania,2013,12792475,PA
Pennsylvania,2014,12822507,PA
Pennsylvania,2015,12852539,PA
Pennsylvania,2016,12882571,PA
Pennsylvania,2017,12912603,PA
Pennsylvania,2018,12942635,PA
Pennsylvania,2019,12972667,PA
Rhode Island,1910,542610,RI
Rhode Island,1911,548788,RI
Rhode Island,1912,554967,RI
Rhode Island,1913,561146,RI
Rhode Island,1914,567324,RI
Rhode Island,1915,573503,RI
Rhode Island,1916,579682,RI
Rhode Island,1917,585860,RI
Rhode Island,1918,592039,RI
Rhode Island,1919,598218,RI
Rhode Island,1920,604397,RI
Rhode Island,1921,612707,RI
Rhode Island,1922,621017,RI
Rhode Island,1923,629327,RI
Rhode Island,1924,637637,RI
Rhode Island,1925,645947,RI
Rhode Island,1926,654257,RI
Rhode Island,1927,662567,RI
Rhode Island,1928,670877,RI
Rhode Island,1929,679187,RI
Rhode Island,1930,687497,RI
Rhode Island,1931,690081,RI
Rhode Island,1932,692666,RI
Rhode Island,1933,695251,RI
Rhode Island,1934,697836,RI
Rhode Island,1935,700421,RI
Rhode Island,1936,703006,RI
Rhode Island,1937,705591,RI
Rhode Island,1938,708176,RI
Rhode Island,1939,710761,RI
Rhode Island,1940,713346,RI
Rhode Island,1941,721201,RI
Rhode Island,1942,729056,RI
Rhode Island,1943,736911,RI
Rhode Island,1944,744766,RI
Rhode Island,1945,752621,RI
Rhode Island,1946,760476,RI
Rhode Island,1947,768331,RI
Rhode Island,1948,776186,RI
Rhode Island,1949,784041,RI
Rhode Island,1950,791896,RI
Rhode Island,1951,798655,RI
Rhode Island,1952,805414,RI
Rhode Island,1953,812173,RI
Rhode Island,1954,818932,RI
Rhode Island,1955,825692,RI
Rhode Island,1956,832451,RI
Rhode Island,1957,839210,RI
Rhode Island,1958,845969,RI
Rhode Island,1959,852728,RI
Rhode Island,1960,859488,RI
Rhode Island,1961,868211,RI
Rhode Island,1962,876935,RI
Rhode Island,1963,885659,RI
Rhode Island,1964,894382,RI
Rhode Island,1965,903106,RI
Rhode Island,1966,911830,RI
Rhode Island,1967,920553,RI
Rhode Island,1968,929277,RI
Rhode Island,1969,938001,RI
Rhode Island,1970,946725,RI
Rhode Island,1971,946767,RI
Rhode Island,1972,946810,RI
Rhode Island,1973,946853,RI
Rhode Island,1974,946896,RI
Rhode Island,1975,946939,RI
Rhode Island,1976,946982,RI
Rhode Island,1977,947025,RI
Rhode Island,1978,947068,RI
Rhode Island,1979,947111,RI
Rhode Island,1980,947154,RI
Rhode Island,1981,952785,RI
Rhode Island,1982,958416,RI
Rhode Island,1983,964047,RI
Rhode Island,1984,969678,RI
Rhode Island,1985,975309,RI
Rhode Island,1986,980940,RI
Rhode Island,1987,986571,RI
Rhode Island,1988,992202,RI
Rhode Island,1989,997833,RI
Rhode Island,1990,1003464,RI
Rhode Island,1991,1007949,RI
Rhode Island,1992,1012435,RI
Rhode Island,1993,1016920,RI
Rhode Island,1994,1021406,RI
Rhode Island,1995,1025891,RI
Rhode Island,1996,1030377,RI
Rhode Island,1997,1034862,RI
Rhode Island,1998,1039348,RI
Rhode Island,1999,1043833,RI
Rhode Island,2000,1048319,RI
Rhode Island,2001,1048743,RI
Rhode Island,2002,1049168,RI
Rhode Island,2003,1049593,RI
Rhode Island,2004,1050018,RI
Rhode Island,2005,1050443,RI
Rhode Island,2006,1050867,RI
Rhode Island,2007,1051292,RI
Rhode Island,2008,1051717,RI
Rhode Island,2009,1052142,RI
Rhode Island,2010,1052567,RI
Rhode Island,2011,1057048,RI
Rhode Island,2012,1061529,RI
Rhode Island,2013,1066010,RI
Rhode Island,2014,1070491,RI
Rhode Island,2015,1074973,RI
Rhode Island,2016,1079454,RI
Rhode Island,2017,1083935,RI
Rhode Island,2018,1088416,RI
Rhode Island,2019,1092897,RI
South Carolina,1910,1515400,SC
South Carolina,1911,1532232,SC
South Carolina,1912,1549064,SC
South Carolina,1913,1565897,SC
South Carolina,1914,1582729,SC
South Carolina,1915,1599562,SC
South Carolina,1916,1616394,SC
South Carolina,1917,1633226,SC
South Carolina,1918,1650059,SC
South Carolina,1919,1666891,SC
South Carolina,1920,1683724,SC
South Carolina,1921,1689228,SC
South Carolina,1922,1694732,SC
South Carolina,1923,1700236,SC
South Carolina,1924,1705740,SC
South Carolina,1925,1711244,SC
South Carolina,1926,1716748,SC
South Carolina,1927,1722252,SC
South Carolina,1928,1727756,SC
South Carolina,1929,1733260,SC
South Carolina,1930,1738765,SC
South Carolina,1931,1754868,SC
South Carolina,1932,1770972,SC
South Carolina,1933,1787076,SC
South Carolina,1934,1803180,SC
South Carolina,1935,1819284,SC
South Carolina,1936,1835388,SC
South Carolina,1937,1851492,SC
South Carolina,1938,1867596,SC
South Carolina,1939,1883700,SC
South Carolina,1940,1899804,SC
South Carolina,1941,1921526,SC
South Carolina,1942,1943248,SC
South Carolina,1943,1964970,SC
South Carolina,1944,1986693,SC
South Carolina,1945,2008415,SC
South Carolina,1946,2030137,SC
South Carolina,1947,2051860,SC
South Carolina,1948,2073582,SC
South Carolina,1949,2095304,SC
South Carolina,1950,2117027,SC
South Carolina,1951,2143583,SC
South Carolina,1952,2170140,SC
South Carolina,1953,2196697,SC
South Carolina,1954,2223253,SC
South Carolina,1955,2249810,SC
South Carolina,1956,2276367,SC
South Carolina,1957,2302923,SC
South Carolina,1958,2329480,SC
South Carolina,1959,2356037,SC
South Carolina,1960,2382594,SC
South Carolina,1961,2403386,SC
South Carolina,1962,2424178,SC
South Carolina,1963,2444970,SC
South Carolina,1964,2465762,SC
South Carolina,1965,2486555,SC
South Carolina,1966,2507347,SC
South Carolina,1967,2528139,SC
South Carolina,1968,2548931,SC
South Carolina,1969,2569723,SC
South Carolina,1970,2590516,SC
South Carolina,1971,2643646,SC
South Carolina,1972,2696776,SC
South Carolina,1973,2749907,SC
South Carolina,1974,2803037,SC
South Carolina,1975,2856168,SC
South Carolina,1976,2909298,SC
South Carolina,1977,2962428,SC
South Carolina,1978,3015559,SC
South Carolina,1979,3068689,SC
South Carolina,1980,3121820,SC
South Carolina,1981,3158308,SC
South Carolina,1982,3194796,SC
South Carolina,1983,3231284,SC
South Carolina,1984,3267773,SC
South Carolina,1985,3304261,SC
South Carolina,1986,3340749,SC
South Carolina,1987,3377238,SC
South Carolina,1988,3413726,SC
South Carolina,1989,3450214,SC
South Carolina,1990,3486703,SC
South Carolina,1991,3539233,SC
South Carolina,1992,3591764,SC
South Carolina,1993,3644295,SC
South Carolina,1994,3696826,SC
South Carolina,1995,3749357,SC
South Carolina,1996,3801888,SC
South Carolina,1997,3854419,SC
South Carolina,1998,3906950,SC
South Carolina,1999,3959481,SC
South Carolina,2000,4012012,SC
South Carolina,2001,4073347,SC
South Carolina,2002,4134682,SC
South Carolina,2003,4196017,SC
South Carolina,2004,4257352,SC
South Carolina,2005,4318688,SC
South Carolina,2006,4380023,SC
South Carolina,2007,4441358,SC
South Carolina,2008,4502693,SC
South Carolina,2009,4564028,SC
South Carolina,2010,4625364,SC
South Carolina,2011,4674670,SC
South Carolina,2012,4723976,SC
South Carolina,2013,4773282,SC
South Carolina,2014,4822588,SC
South Carolina,2015,4871894,SC
South Carolina,2016,4921200,SC
South Carolina,2017,4970506,SC
South Carolina,2018,5019812,SC
South Carolina,2019,5069118,SC
South Dakota,1910,583888,SD
South Dakota,1911,589153,SD
South Dakota,1912,594419,SD
South Dakota,1913,599685,SD
South Dakota,1914,604951,SD
South Dakota,1915,610217,SD
South Dakota,1916,615483,SD
South Dakota,1917,620749,SD
South Dakota,1918,626015,SD
South Dakota,1919,631281,SD
South Dakota,1920,636547,SD
South Dakota,1921,642177,SD
South Dakota,1922,647807,SD
South Dakota,1923,653437,SD
South Dakota,1924,659067,SD
South Dakota,1925,664698,SD
South Dakota,1926,670328,SD
South Dakota,1927,675958,SD
South Dakota,1928,681588,SD
South Dakota,1929,687218,SD
South Dakota,1930,692849,SD
South Dakota,1931,687860,SD
South Dakota,1932,682871,SD
South Dakota,1933,677882,SD
South Dakota,1934,672893,SD
South Dakota,1935,667905,SD
South Dakota,1936,662916,SD
South Dakota,1937,657927,SD
South Dakota,1938,652938,SD
South Dakota,1939,647949,SD
South Dakota,1940,642961,SD
South Dakota,1941,643938,SD
South Dakota,1942,644916,SD
South Dakota,1943,645894,SD
South Dakota,1944,646872,SD
South Dakota,1945,647850,SD
South Dakota,1946,648828,SD
South Dakota,1947,649806,SD
South Dakota,1948,650784,SD
South Dakota,1949,651762,SD
South Dakota,1950,652740,SD
South Dakota,1951,655517,SD
South Dakota,1952,658294,SD
South Dakota,1953,661072,SD
South Dakota,1954,663849,SD
South Dakota,1955,666627,SD
South Dakota,1956,669404,SD
South Dakota,1957,672181,SD
South Dakota,1958,674959,SD
South Dakota,1959,677736,SD
South Dakota,1960,680514,SD
South Dakota,1961,679013,SD
South Dakota,1962,677512,SD
South Dakota,1963,676011,SD
South Dakota,1964,674511,SD
South Dakota,1965,673010,SD
South Dakota,1966,671509,SD
South Dakota,1967,670009,SD
South Dakota,1968,668508,SD
South Dakota,1969,667007,SD
South Dakota,1970,665507,SD
South Dakota,1971,668033,SD
South Dakota,1972,670559,SD
South Dakota,1973,673085,SD
South Dakota,1974,675611,SD
South Dakota,1975,678137,SD
South Dakota,1976,680663,SD
South Dakota,1977,683189,SD
South Dakota,1978,685715,SD
South Dakota,1979,688241,SD
South Dakota,1980,690768,SD
South Dakota,1981,691291,SD
South Dakota,1982,691815,SD
South Dakota,1983,692338,SD
South Dakota,1984,692862,SD
South Dakota,1985,693386,SD
South Dakota,1986,693909,SD
South Dakota,1987,694433,SD
South Dakota,1988,694956,SD
South Dakota,1989,695480,SD
South Dakota,1990,696004,SD
South Dakota,1991,701888,SD
South Dakota,1992,707772,SD
South Dakota,1993,713656,SD
South Dakota,1994,719540,SD
South Dakota,1995,725424,SD
South Dakota,1996,731308,SD
South Dakota,1997,737192,SD
South Dakota,1998,743076,SD
South Dakota,1999,748960,SD
South Dakota,2000,754844,SD
South Dakota,2001,760777,SD
South Dakota,2002,766711,SD
South Dakota,2003,772644,SD
South Dakota,2004,778578,SD
South Dakota,2005,784512,SD
South Dakota,2006,790445,SD
South Dakota,2007,796379,SD
South Dakota,2008,802312,SD
South Dakota,2009,808246,SD
South Dakota,2010,814180,SD
South Dakota,2011,821428,SD
South Dakota,2012,828677,SD
South Dakota,2013,835926,SD
South Dakota,2014,843174,SD
South Dakota,2015,850423,SD
South Dakota,2016,857672,SD
South Dakota,2017,864920,SD
South Dakota,2018,872169,SD
South Dakota,2019,879418,SD
Tennessee,1910,2184789,TN
Tennessee,1911,2200098,TN
Tennessee,1912,2215408,TN
Tennessee,1913,2230717,TN
Tennessee,1914,2246027,TN
Tennessee,1915,2261337,TN
Tennessee,1916,2276646,TN
Tennessee,1917,2291956,TN
Tennessee,1918,2307265,TN
Tennessee,1919,2322575,TN
Tennessee,1920,2337885,TN
Tennessee,1921,2365752,TN
Tennessee,1922,2393619,TN
Tennessee,1923,2421486,TN
Tennessee,1924,2449353,TN
Tennessee,1925,2477220,TN
Tennessee,1926,2505087,TN
Tennessee,1927,2532954,TN
Tennessee,1928,2560821,TN
Tennessee,1929,2588688,TN
Tennessee,1930,2616556,TN
Tennessee,1931,2646484,TN
Tennessee,1932,2676413,TN
Tennessee,1933,2706341,TN
Tennessee,1934,2736270,TN
Tennessee,1935,2766198,TN
Tennessee,1936,2796127,TN
Tennessee,1937,2826055,TN
Tennessee,1938,2855984,TN
Tennessee,1939,2885912,TN
Tennessee,1940,2915841,TN
Tennessee,1941,2953428,TN
Tennessee,1942,2991016,TN
Tennessee,1943,3028604,TN
Tennessee,1944,3066191,TN
Tennessee,1945,3103779,TN
Tennessee,1946,3141367,TN
Tennessee,1947,3178954,TN
Tennessee,1948,3216542,TN
Tennessee,1949,3254130,TN
Tennessee,1950,3291718,TN
Tennessee,1951,3319255,TN
Tennessee,1952,3346792,TN
Tennessee,1953,3374329,TN
Tennessee,1954,3401866,TN
Tennessee,1955,3429403,TN
Tennessee,1956,3456940,TN
Tennessee,1957,3484477,TN
Tennessee,1958,3512014,TN
Tennessee,1959,3539551,TN
Tennessee,1960,3567089,TN
Tennessee,1961,3602748,TN
Tennessee,1962,3638408,TN
Tennessee,1963,3674068,TN
Tennessee,1964,3709728,TN
Tennessee,1965,3745388,TN
Tennessee,1966,3781047,TN
Tennessee,1967,3816707,TN
Tennessee,1968,3852367,TN
Tennessee,1969,3888027,TN
Tennessee,1970,3923687,TN
Tennessee,1971,3990430,TN
Tennessee,1972,4057173,TN
Tennessee,1973,4123916,TN
Tennessee,1974,4190660,TN
Tennessee,1975,4257403,TN
Tennessee,1976,4324146,TN
Tennessee,1977,4390890,TN
Tennessee,1978,4457633,TN
Tennessee,1979,4524376,TN
Tennessee,1980,4591120,TN
Tennessee,1981,4619726,TN
Tennessee,1982,4648333,TN
Tennessee,1983,4676939,TN
Tennessee,1984,4705546,TN
Tennessee,1985,4734152,TN
Tennessee,1986,4762759,TN
Tennessee,1987,4791365,TN
Tennessee,1988,4819972,TN
Tennessee,1989,4848578,TN
Tennessee,1990,4877185,TN
Tennessee,1991,4958394,TN
Tennessee,1992,5039604,TN
Tennessee,1993,5120814,TN
Tennessee,1994,5202024,TN
Tennessee,1995,5283234,TN
Tennessee,1996,5364443,TN
Tennessee,1997,5445653,TN
Tennessee,1998,5526863,TN
Tennessee,1999,5608073,TN
Tennessee,2000,5689283,TN
Tennessee,2001,5754965,TN
Tennessee,2002,5820647,TN
Tennessee,2003,5886329,TN
Tennessee,2004,5952011,TN
Tennessee,2005,6017694,TN
Tennessee,2006,6083376,TN
Tennessee,2007,6149058,TN
Tennessee,2008,6214740,TN
Tennessee,2009,6280422,TN
Tennessee,2010,6346105,TN
Tennessee,2011,6402578,TN
Tennessee,2012,6459052,TN
Tennessee,2013,6515525,TN
Tennessee,2014,6571999,TN
Tennessee,2015,6628472,TN
Tennessee,2016,6684946,TN
Tennessee,2017,6741419,TN
Tennessee,2018,6797893,TN
Tennessee,2019,6854366,TN
Texas,1910,3896542,TX
Texas,1911,3973210,TX
Texas,1912,4049879,TX
Texas,1913,4126547,TX
Texas,1914,4203216,TX
Texas,1915,4279885,TX
Texas,1916,4356553,TX
Texas,1917,4433222,TX
Texas,1918,4509890,TX
Texas,1919,4586559,TX
Texas,1920,4663228,TX
Texas,1921,4779376,TX
Texas,1922,4895525,TX
Texas,1923,5011674,TX
Texas,1924,5127822,TX
Texas,1925,5243971,TX
Texas,1926,5360120,TX
Texas,1927,5476268,TX
Texas,1928,5592417,TX
Texas,1929,5708566,TX
Texas,1930,5824715,TX
Texas,1931,5883725,TX
Texas,1932,5942736,TX
Texas,1933,6001747,TX
Texas,1934,6060758,TX
Texas,1935,6119769,TX
Texas,1936,6178780,TX
Texas,1937,6237791,TX
Texas,1938,6296802,TX
Texas,1939,6355813,TX
Texas,1940,6414824,TX
Texas,1941,6544461,TX
Texas,1942,6674098,TX
Texas,1943,6803735,TX
Texas,1944,6933372,TX
Texas,1945,7063009,TX
Texas,1946,7192646,TX
Texas,1947,7322283,TX
Texas,1948,7451920,TX
Texas,1949,7581557,TX
Texas,1950,7711194,TX
Texas,1951,7898042,TX
Texas,1952,8084890,TX
Texas,1953,8271738,TX
Texas,1954,8458587,TX
Texas,1955,8645435,TX
Texas,1956,8832283,TX
Texas,1957,9019132,TX
Texas,1958,9205980,TX
Texas,1959,9392828,TX
Texas,1960,9579677,TX
Texas,1961,9741382,TX
Texas,1962,9903087,TX
Texas,1963,10064792,TX
Texas,1964,10226498,TX
Texas,1965,10388203,TX
Texas,1966,10549908,TX
Texas,1967,10711614,TX
Texas,1968,10873319,TX
Texas,1969,11035024,TX
Texas,1970,11196730,TX
Texas,1971,11499976,TX
Texas,1972,11803222,TX
Texas,1973,12106468,TX
Texas,1974,12409714,TX
Texas,1975,12712960,TX
Texas,1976,13016206,TX
Texas,1977,13319452,TX
Texas,1978,13622698,TX
Texas,1979,13925944,TX
Texas,1980,14229191,TX
Texas,1981,14504922,TX
Texas,1982,14780654,TX
Texas,1983,15056386,TX
Texas,1984,15332118,TX
Texas,1985,15607850,TX
Texas,1986,15883582,TX
Texas,1987,16159314,TX
Texas,1988,16435046,TX
Texas,1989,16710778,TX
Texas,1990,16986510,TX
Texas,1991,17373041,TX
Texas,1992,17759572,TX
Texas,1993,18146103,TX
Texas,1994,18532634,TX
Texas,1995,18919165,TX
Texas,1996,19305696,TX
Texas,1997,19692227,TX
Texas,1998,20078758,TX
Texas,1999,20465289,TX
Texas,2000,20851820,TX
Texas,2001,21281194,TX
Texas,2002,21710568,TX
Texas,2003,22139942,TX
Texas,2004,22569316,TX
Texas,2005,22998690,TX
Texas,2006,23428064,TX
Texas,2007,23857438,TX
Texas,2008,24286812,TX
Texas,2009,24716186,TX
Texas,2010,25145561,TX
Texas,2011,25545555,TX
Texas,2012,25945549,TX
Texas,2013,26345544,TX
Texas,2014,26745538,TX
Texas,2015,27145533,TX
Texas,2016,27545527,TX
Texas,2017,27945521,TX
Texas,2018,28345516,TX
Texas,2019,28745510,TX
Utah,1910,373351,UT
Utah,1911,380955,UT
Utah,1912,388560,UT
Utah,1913,396164,UT
Utah,1914,403769,UT
Utah,1915,411373,UT
Utah,1916,418978,UT
Utah,1917,426582,UT
Utah,1918,434187,UT
Utah,1919,441791,UT
Utah,1920,449396,UT
Utah,1921,455241,UT
Utah,1922,461086,UT
Utah,1923,466931,UT
Utah,1924,472776,UT
Utah,1925,478621,UT
Utah,1926,484466,UT
Utah,1927,490311,UT
Utah,1928,496156,UT
Utah,1929,502001,UT
Utah,1930,507847,UT
Utah,1931,512093,UT
Utah,1932,516339,UT
Utah,1933,520585,UT
Utah,1934,524832,UT
Utah,1935,529078,UT
Utah,1936,533324,UT
Utah,1937,537571,UT
Utah,1938,541817,UT
Utah,1939,546063,UT
Utah,1940,550310,UT
Utah,1941,564165,UT
Utah,1942,578020,UT
Utah,1943,591875,UT
Utah,1944,605730,UT
Utah,1945,619586,UT
Utah,1946,633441,UT
Utah,1947,647296,UT
Utah,1948,661151,UT
Utah,1949,675006,UT
Utah,1950,688862,UT
Utah,1951,709038,UT
Utah,1952,729215,UT
Utah,1953,749391,UT
Utah,1954,769568,UT
Utah,1955,789744,UT
Utah,1956,809921,UT
Utah,1957,830097,UT
Utah,1958,850274,UT
Utah,1959,870450,UT
Utah,1960,890627,UT
Utah,1961,907491,UT
Utah,1962,924356,UT
Utah,1963,941220,UT
Utah,1964,958085,UT
Utah,1965,974950,UT
Utah,1966,991814,UT
Utah,1967,1008679,UT
Utah,1968,1025543,UT
Utah,1969,1042408,UT
Utah,1970,1059273,UT
Utah,1971,1099449,UT
Utah,1972,1139625,UT
Utah,1973,1179802,UT
Utah,1974,1219978,UT
Utah,1975,1260155,UT
Utah,1976,1300331,UT
Utah,1977,1340507,UT
Utah,1978,1380684,UT
Utah,1979,1420860,UT
Utah,1980,1461037,UT
Utah,1981,1487218,UT
Utah,1982,1513399,UT
Utah,1983,1539580,UT
Utah,1984,1565762,UT
Utah,1985,1591943,UT
Utah,1986,1618124,UT
Utah,1987,1644306,UT
Utah,1988,1670487,UT
Utah,1989,1696668,UT
Utah,1990,1722850,UT
Utah,1991,1773881,UT
Utah,1992,1824913,UT
Utah,1993,1875945,UT
Utah,1994,1926977,UT
Utah,1995,1978009,UT
Utah,1996,2029041,UT
Utah,1997,2080073,UT
Utah,1998,2131105,UT
Utah,1999,2182137,UT
Utah,2000,2233169,UT
Utah,2001,2286240,UT
Utah,2002,2339312,UT
Utah,2003,2392383,UT
Utah,2004,2445455,UT
Utah,2005,2498527,UT
Utah,2006,2551598,UT
Utah,2007,2604670,UT
Utah,2008,2657741,UT
Utah,2009,2710813,UT
Utah,2010,2763885,UT
Utah,2011,2814658,UT
Utah,2012,2865431,UT
Utah,2013,2916204,UT
Utah,2014,2966977,UT
Utah,2015,3017750,UT
Utah,2016,3068523,UT
Utah,2017,3119296,UT
Utah,2018,3170069,UT
Utah,2019,3220842,UT
Vermont,1910,355956,VT
Vermont,1911,355603,VT
Vermont,1912,355250,VT
Vermont,1913,354897,VT
Vermont,1914,354544,VT
Vermont,1915,354192,VT
Vermont,1916,353839,VT
Vermont,1917,353486,VT
Vermont,1918,353133,VT
Vermont,1919,352780,VT
Vermont,1920,352428,VT
Vermont,1921,353146,VT
Vermont,1922,353864,VT
Vermont,1923,354582,VT
Vermont,1924,355301,VT
Vermont,1925,356019,VT
Vermont,1926,356737,VT
Vermont,1927,357456,VT
Vermont,1928,358174,VT
Vermont,1929,358892,VT
Vermont,1930,359611,VT
Vermont,1931,359573,VT
Vermont,1932,359535,VT
Vermont,1933,359497,VT
Vermont,1934,359459,VT
Vermont,1935,359421,VT
Vermont,1936,359383,VT
Vermont,1937,359345,VT
Vermont,1938,359307,VT
Vermont,1939,359269,VT
Vermont,1940,359231,VT
Vermont,1941,361082,VT
Vermont,1942,362934,VT
Vermont,1943,364785,VT
Vermont,1944,366637,VT
Vermont,1945,368489,VT
Vermont,1946,370340,VT
Vermont,1947,372192,VT
Vermont,1948,374043,VT
Vermont,1949,375895,VT
Vermont,1950,377747,VT
Vermont,1951,378960,VT
Vermont,1952,380173,VT
Vermont,1953,381387,VT
Vermont,1954,382600,VT
Vermont,1955,383814,VT
Vermont,1956,385027,VT
Vermont,1957,386240,VT
Vermont,1958,387454,VT
Vermont,1959,388667,VT
Vermont,1960,389881,VT
Vermont,1961,395325,VT
Vermont,1962,400770,VT
Vermont,1963,406215,VT
Vermont,1964,411660,VT
Vermont,1965,417105,VT
Vermont,1966,422550,VT
Vermont,1967,427995,VT
Vermont,1968,433440,VT
Vermont,1969,438885,VT
Vermont,1970,444330,VT
Vermont,1971,451042,VT
Vermont,1972,457755,VT
Vermont,1973,464467,VT
Vermont,1974,471180,VT
Vermont,1975,477893,VT
Vermont,1976,484605,VT
Vermont,1977,491318,VT
Vermont,1978,498030,VT
Vermont,1979,504743,VT
Vermont,1980,511456,VT
Vermont,1981,516586,VT
Vermont,1982,521716,VT
Vermont,1983,526846,VT
Vermont,1984,531976,VT
Vermont,1985,537107,VT
Vermont,1986,542237,VT
Vermont,1987,547367,VT
Vermont,1988,552497,VT
Vermont,1989,557627,VT
Vermont,1990,562758,VT
Vermont,1991,567364,VT
Vermont,1992,571971,VT
Vermont,1993,576578,VT
Vermont,1994,581185,VT
Vermont,1995,585792,VT
Vermont,1996,590399,VT
Vermont,1997,595006,VT
Vermont,1998,599613,VT
Vermont,1999,604220,VT
Vermont,2000,608827,VT
Vermont,2001,610518,VT
Vermont,2002,612209,VT
Vermont,2003,613901,VT
Vermont,2004,615592,VT
Vermont,2005,617284,VT
Vermont,2006,618975,VT
Vermont,2007,620666,VT
Vermont,2008,622358,VT
Vermont,2009,624049,VT
Vermont,2010,625741,VT
Vermont,2011,627474,VT
Vermont,2012,629208,VT
Vermont,2013,630941,VT
Vermont,2014,632675,VT
Vermont,2015,634409,VT
Vermont,2016,636142,VT
Vermont,2017,637876,VT
Vermont,2018,639609,VT
Vermont,2019,641343,VT
Virginia,1910,2061612,VA
Virginia,1911,2086369,VA
Virginia,1912,2111127,VA
Virginia,1913,2135884,VA
Virginia,1914,2160642,VA
Virginia,1915,2185399,VA
Virginia,1916,2210157,VA
Virginia,1917,2234914,VA
Virginia,1918,2259672,VA
Virginia,1919,2284429,VA
Virginia,1920,2309187,VA
Virginia,1921,2320453,VA
Virginia,1922,2331719,VA
Virginia,1923,2342986,VA
Virginia,1924,2354252,VA
Virginia,1925,2365519,VA
Virginia,1926,2376785,VA
Virginia,1927,2388051,VA
Virginia,1928,2399318,VA
Virginia,1929,2410584,VA
Virginia,1930,2421851,VA
Virginia,1931,2447443,VA
Virginia,1932,2473035,VA
Virginia,1933,2498627,VA
Virginia,1934,2524219,VA
Virginia,1935,2549812,VA
Virginia,1936,2575404,VA
Virginia,1937,2600996,VA
Virginia,1938,2626588,VA
Virginia,1939,2652180,VA
Virginia,1940,2677773,VA
Virginia,1941,2741863,VA
