player_id,name,position,birth_state,college,high_school_state,draft_team,draft_round,draft_year,birth_year,birth_state_abr,high_school_state_abr
8071,Jeff Gooch,LB,Tennessee,Austin Peay St.,Tennessee,,,,1974,TN,TN
3092,Larry Burton,WR,Virginia,Purdue,Virginia,New Orleans Saints,1,1975,1951,VA,VA
8902,Gene Hamlin,C,Michigan,West. Michigan,Michigan,,,,1946,MI,MI
4027,Jared Clauss,DT,Iowa,Iowa,Iowa,Tennessee Titans,7,2004,1981,IA,IA
4522,Reggie Cooper,LB,Louisiana,Nebraska,Louisiana,,,,1968,LA,LA
1368,Braden Beck,K,California,Stanford,Louisiana,San Diego Chargers,19,1965,1944,CA,LA
24477,Bernie Winkler,T,Texas,Millsaps,Texas,Philadelphia Eagles,30,1947,1925,TX,TX
21845,Derrick Taylor,DB,Missouri,Davidson,North Carolina,,,,1964,MO,NC
1125,Doug Barnett,DE,California,Azusa Pacific,California,Los Angeles Rams,5,1982,1960,CA,CA
16752,Adewale Ogunleye,DE,New York,Indiana,New York,,,,1977,NY,NY
19801,Guss Scott,DB,Florida,Florida,Florida,New England Patriots,3,2004,1982,FL,FL
8972,Bruce Hansen,RB,Utah,BYU,Utah,,,,1961,UT,UT
24524,Zeke Wissinger,T,Pennsylvania,Pittsburgh,Pennsylvania,,,,1902,PA,PA
18195,Joseph Randle,RB,Kansas,Oklahoma St.,Kansas,Dallas Cowboys,5,2013,1991,KS,KS
23592,Kent Wells,DT,Nebraska,Nebraska,Nebraska,Washington Redskins,6,1990,1967,NE,NE
14932,Russ McLeod,C,Michigan,St. Louis,Michigan,,,,1905,MI,MI
16227,Mike Nease,G,Tennessee,Tenn-Chattanooga,Tennessee,,,,1961,TN,TN
20658,Jim Smith,DB,Mississippi,Oregon,California,Washington Redskins,1,1968,1946,MS,CA
9467,Joe Haynes,C-G,Oklahoma,Oklahoma,Oklahoma,Philadelphia Eagles,23,1947,1921,OK,OK
21393,Pete Stout,FB-LB,Texas,Texas-Arlington,Texas,New York Giants,5,1946,1924,TX,TX
3787,Matt Chatham,LB,Iowa,South Dakota,Iowa,,,,1977,IA,IA
20105,Marcus Sherels,DB,Minnesota,Minnesota,Minnesota,,,,1987,MN,MN
2303,Maury Bray,T,Kentucky,SMU,Texas,,,,1909,KY,TX
1695,Johnny Biancone,B,Oregon,Oregon St.,Oregon,,,,1911,OR,OR
5751,Sonny Doell,T,Texas,Texas,Texas,,,,1906,TX,TX
19686,Bo Schobel,DE,Texas,TCU,Texas,Tennessee Titans,4,2004,1981,TX,TX
16063,Marcus Murphy,RB,Texas,Missouri,Texas,New Orleans Saints,7,2015,1991,TX,TX
21536,Steve Suhey,G,New York,Penn St.,New York,,,,1922,NY,NY
14438,Jack McAuliffe,HB,Montana,Montana,Montana,,,,1901,MT,MT
12198,Howard Kieley,T,Michigan,none,Minnesota,,,,1896,MI,MN
2085,Marc Boutte,DT,Louisiana,LSU,Louisiana,Los Angeles Rams,3,1992,1969,LA,LA
21066,Daimion Stafford,FS,California,Nebraska,California,Tennessee Titans,7,2013,1991,CA,CA
18700,Lee Riley,DB,Nebraska,Detroit Mercy,New York,Detroit Lions,4,1955,1932,NE,NY
131,Ben Agajanian,K,California,New Mexico,California,,,,1919,CA,CA
12615,Rich Kraynak,LB,Pennsylvania,Pittsburgh,Pennsylvania,Philadelphia Eagles,8,1983,1961,PA,PA
12088,Matt Kelsh,E,Iowa,Iowa,Iowa,,,,1904,IA,IA
19261,Bernard Russ,LB,New York,West Virginia,New York,,,,1973,NY,NY
11634,Julio Jones,WR,Alabama,Alabama,Alabama,Atlanta Falcons,1,2011,1989,AL,AL
6084,Tom Duniven,QB,Texas,Texas Tech,Texas,Cincinnati Bengals,6,1977,1954,TX,TX
23277,Curt Warner,RB,West Virginia,Penn St.,West Virginia,Seattle Seahawks,1,1983,1961,WV,WV
4926,Eric Cunningham,G,Ohio,Penn St.,Ohio,New York Jets,4,1979,1957,OH,OH
20649,Jeff Smith,RB,Kansas,Nebraska,Kansas,Kansas City Chiefs,10,1985,1962,KS,KS
6340,Donnie Elder,DB,Tennessee,Memphis,Tennessee,New York Jets,3,1985,1963,TN,TN
19552,Cory Sauter,QB,Minnesota,Minnesota,Minnesota,,,,1974,MN,MN
17146,Tony Parrish,DB,California,Washington,California,Chicago Bears,2,1998,1975,CA,CA
2589,Daniel Brown,WR,Virginia,James Madison,Virginia,,,,1992,VA,VA
18745,Philip Rivers,QB,Alabama,North Carolina St.,Alabama,New York Giants,1,2004,1981,AL,AL
18909,Terrence Robinson,LB,Texas,Oklahoma St.,Texas,,,,1980,TX,TX
17685,Scott Player,P,Florida,Flager,Florida,,,,1969,FL,FL
4073,Vince Clements,RB,Connecticut,Connecticut,Connecticut,Minnesota Vikings,4,1971,1949,CT,CT
13787,Mel Maceau,C,Wisconsin,Marquette,Wisconsin,Cleveland Rams,14,1944,1921,WI,WI
4936,Sam Cunningham,RB,California,USC,California,New England Patriots,1,1973,1950,CA,CA
9760,Donnie Hickman,G,Arizona,USC,Arizona,Los Angeles Rams,5,1977,1955,AZ,AZ
3727,Chris Chamberlain,LB,Oklahoma,Tulsa,Oklahoma,St. Louis Rams,7,2008,1985,OK,OK
1243,Bill Bates,DB,Tennessee,Tennessee,Tennessee,,,,1961,TN,TN
19695,Bob Scholtz,C-G-T,South Dakota,Notre Dame,Oklahoma,Detroit Lions,3,1960,1937,SD,OK
13534,Chris Long,DE,California,Virginia,Virginia,St. Louis Rams,1,2008,1985,CA,VA
13657,Al Lucas,DT,Georgia,Troy,Georgia,,,,1978,GA,GA
476,Ottis Anderson,RB,Florida,Miami (FL),Florida,St. Louis Cardinals,1,1979,1957,FL,FL
2213,Freddie Bradley,RB,Arkansas,Arkansas,California,San Diego Chargers,7,1996,1970,AR,CA
9244,William Harris,TE,Texas,Texas,Texas,St. Louis Cardinals,7,1987,1965,TX,TX
16781,Ray Oldham,DB,Tennessee,Middle Tenn. St.,Tennessee,Baltimore Colts,8,1973,1951,TN,TN
17408,Gerald Perry,T-G,South Carolina,Southern,South Carolina,Denver Broncos,2,1988,1964,SC,SC
15936,Santana Moss,WR,Florida,Miami (FL),Florida,New York Jets,1,2001,1979,FL,FL
631,Dick Arndt,DT,Idaho,Stanford,Idaho,Los Angeles Rams,5,1966,1944,ID,ID
3386,Mark Cannon,C,California,Texas-Arlington,Texas,Green Bay Packers,11,1984,1962,CA,TX
12349,Jon Kirksey,DT,South Carolina,Sacramento St.,South Carolina,New Orleans Saints,8,1993,1970,SC,SC
368,Steve Alvord,DT,Washington,Washington,Washington,St. Louis Cardinals,8,1987,1964,WA,WA
23369,Lloyd Wasserbach,T,Wisconsin,Wisconsin,Wisconsin,Green Bay Packers,21,1943,1921,WI,WI
10471,Stefan Humphries,G,Florida,Michigan,Florida,Chicago Bears,3,1984,1962,FL,FL
20764,Ron Smith,WR,Florida,San Diego St.,Florida,Los Angeles Rams,2,1978,1956,FL,FL
13075,Andy Lee,P,South Carolina,Pittsburgh,South Carolina,San Francisco 49ers,6,2004,1982,SC,SC
15208,Mike Micka,FB-HB-QB,Pennsylvania,Colgate,Pennsylvania,Washington Redskins,1,1944,1921,PA,PA
7291,Larry Franklin,WR,Tennessee,Jackson St.,Tennessee,,,,1955,TN,TN
4972,Ronald Curry,WR,Virginia,North Carolina,Virginia,Oakland Raiders,7,2002,1979,VA,VA
21798,Franklin Tate,LB,North Carolina,North Carolina Central,North Carolina,,,,1952,NC,NC
2471,Zack Bronson,DB,Texas,McNeese St.,Texas,,,,1974,TX,TX
17753,Randy Poltl,DB,California,Stanford,California,Minnesota Vikings,12,1974,1952,CA,CA
9567,Cooper Helfet,TE,California,Duke,California,,,,1989,CA,CA
24702,John Woudenberg,T,Colorado,Denver,Colorado,Chicago Bears,6,1940,1918,CO,CO
15225,Kelvin Middleton,DB,Georgia,Wichita St.,Georgia,,,,1961,GA,GA
19152,James Rouse,RB,Arkansas,Arkansas,Arkansas,Chicago Bears,8,1990,1966,AR,AR
11415,Sammy Johnson,RB,North Carolina,North Carolina,North Carolina,San Francisco 49ers,4,1974,1952,NC,NC
13071,Dwayne Ledford,C,North Carolina,East Carolina,North Carolina,,,,1976,NC,NC
15313,Eddie Miller,WR,Georgia,South Carolina,Georgia,Indianapolis Colts,9,1992,1969,GA,GA
22712,DeAngelo Tyson,DE,Georgia,Georgia,Georgia,Baltimore Ravens,7,2012,1989,GA,GA
16473,Terry Nofsinger,QB,Utah,Utah,Utah,Pittsburgh Steelers,17,1961,1938,UT,UT
18270,Dave Rayner,K,Michigan,Michigan St.,Michigan,Indianapolis Colts,6,2005,1982,MI,MI
8659,Andre Gurode,G-C,Texas,Colorado,Texas,Dallas Cowboys,2,2002,1978,TX,TX
13957,John Mangum,DB,Mississippi,Alabama,Mississippi,Chicago Bears,6,1990,1967,MS,MS
11224,Darcy Johnson,TE,Florida,Central Florida,Florida,,,,1983,FL,FL
5892,Bob Dove,DE-E,Ohio,Notre Dame,Ohio,Washington Redskins,5,1943,1921,OH,OH
20931,Matt Spaeth,TE,Minnesota,Minnesota,California,Pittsburgh Steelers,3,2007,1983,MN,CA
7017,Bryan Fletcher,TE,Missouri,UCLA,Missouri,Chicago Bears,6,2002,1979,MO,MO
13240,Mark LeVoir,T,Minnesota,Notre Dame,Minnesota,,,,1982,MN,MN
11392,Rashad Johnson,DB,Alabama,Alabama,Alabama,Arizona Cardinals,3,2009,1986,AL,AL
21348,Ken Stofer,QB-DB,Ohio,Cornell,Ohio,,,,1919,OH,OH
1623,Bill Berrehsem,T-E,West Virginia,Washington & Jefferson,West Virginia,,,,1903,WV,WV
4727,Su'a Cravens,OLB,California,USC,California,Washington Redskins,2,2016,1995,CA,CA
6709,Paul Farren,T-G,Massachusetts,Boston Univ.,Massachusetts,Cleveland Browns,12,1983,1960,MA,MA
2731,Sergio Brown,DB,Illinois,Notre Dame,Illinois,,,,1988,IL,IL
8766,George Halas,E,Illinois,Illinois,Illinois,,,,1895,IL,IL
24381,Jamie Wilson,T,Virginia,Marshall,Virginia,,,,1973,VA,VA
9847,Harold Hill,E,Alabama,Samford,Alabama,,,,1914,AL,AL
23334,Gene Washington,WR,Texas,Michigan St.,Texas,Minnesota Vikings,1,1967,1944,TX,TX
6059,Jo-Lonn Dunbar,LB,New York,Boston Col.,New York,,,,1985,NY,NY
12704,Ralph Kurek,RB,Wisconsin,Wisconsin,Wisconsin,Chicago Bears,20,1965,1943,WI,WI
20876,Brian Sochia,NT-DE,New York,NW Oklahoma St.,New York,,,,1961,NY,NY
21738,John Talbot,E,Massachusetts,Brown,Pennsylvania,,,,1900,MA,PA
3048,Jason Burns,RB,Illinois,Wisconsin,Illinois,,,,1972,IL,IL
22607,Christian Tupou,DT,California,USC,California,,,,1989,CA,CA
5120,Lou Daukas,C,New Hampshire,Cornell,New Hampshire,,,,1921,NH,NH
19590,Jerry Scanlan,T-G,Hawaii,Hawaii,Hawaii,,,,1957,HI,HI
7585,Bob Gaona,T,Pennsylvania,Wake Forest,Pennsylvania,Pittsburgh Steelers,5,1953,1931,PA,PA
20592,Don Smith,RB-WR,Mississippi,Mississippi St.,Mississippi,Tampa Bay Buccaneers,2,1987,1963,MS,MS
17013,Tyler Palko,QB,Pennsylvania,Pittsburgh,Pennsylvania,,,,1983,PA,PA
1916,Joe Bock,C,New York,Virginia,New York,,,,1959,NY,NY
6131,Brad Dusek,LB,Texas,Texas A&M;,Texas,New England Patriots,3,1973,1950,TX,TX
18627,Terry Richardson,RB,Florida,Syracuse,Florida,,,,1971,FL,FL
12233,J.D. Kimmel,DT,Nebraska,Army,Texas,San Francisco 49ers,11,1952,1929,NE,TX
2122,Jim Bowman,DB,Michigan,Central Michigan,Michigan,New England Patriots,2,1985,1963,MI,MI
7117,Bernard Ford,WR,Georgia,Marion Military Institute,Georgia,Buffalo Bills,3,1988,1966,GA,GA
15014,Leon McQuay,RB,Florida,Tampa,Florida,New York Giants,5,1973,1950,FL,FL
15343,Lonyae Miller,RB,California,Fresno St.,California,,,,1988,CA,CA
25017,Jon Zogg,G,California,Boise St.,California,,,,1960,CA,CA
1033,Kurt Barber,LB-DE,Kentucky,USC,Kentucky,New York Jets,2,1992,1969,KY,KY
20036,Ricky Shaw,LB,New York,Oklahoma St.,North Carolina,New York Giants,4,1988,1965,NY,NC
17938,Givens Price,T,Texas,Nebraska,Texas,,,,1994,TX,TX
16652,Joe O'Malley,DE,Pennsylvania,Georgia,Pennsylvania,Chicago Bears,4,1955,1933,PA,PA
5521,Winnie Denton,G,Indiana,DePauw,Indiana,,,,1896,IN,IN
9328,Ken Harvey,LB,Texas,California,Texas,Phoenix Cardinals,1,1988,1965,TX,TX
4123,Daniel Coats,TE,Utah,BYU,Utah,,,,1984,UT,UT
19113,Derek Ross,DB,South Carolina,Ohio St.,South Carolina,Dallas Cowboys,3,2002,1980,SC,SC
24284,Wally Williams,G-C,Florida,Florida A&M;,Florida,,,,1971,FL,FL
8556,Randy Grimes,C-G,Texas,Baylor,Texas,Tampa Bay Buccaneers,2,1983,1960,TX,TX
15421,Gene Mingo,HB-K,Ohio,none,Ohio,,,,1938,OH,OH
1183,Brad Bars,DE,Illinois,Penn St.,Tennessee,,,,1992,IL,TN
22737,Dimitrius Underwood,DT,Pennsylvania,Michigan St.,North Carolina,Minnesota Vikings,1,1999,1977,PA,NC
18348,Jeff Reed,K,Missouri,North Carolina,North Carolina,,,,1979,MO,NC
11130,A.J. Jimerson,LB,Pennsylvania,Norfolk St.,Virginia,Los Angeles Raiders,8,1990,1968,PA,VA
11855,Cy Kahl,B,North Dakota,North Dakota,Virginia,,,,1904,ND,VA
21760,Keith Tandy,S,Kentucky,West Virginia,Kentucky,Tampa Bay Buccaneers,6,2012,1989,KY,KY
10707,Kenny Iwebema,DE,Texas,Iowa,Texas,Arizona Cardinals,4,2008,1985,TX,TX
18002,Ronnie Prude,DB,Louisiana,LSU,Louisiana,,,,1982,LA,LA
4688,Steve Cox,P-K,Louisiana,Tulsa,Arkansas,Cleveland Browns,5,1981,1958,LA,AR
5462,Jerry DeLucca,T-DT,Massachusetts,Tennessee,Massachusetts,Chicago Bears,7,1957,1936,MA,MA
14775,Eddie McGill,TE,North Carolina,West. Carolina,North Carolina,St. Louis Cardinals,10,1982,1960,NC,NC
22871,Pug Vaughan,TB,Tennessee,Tennessee,Tennessee,,,,1911,TN,TN
13238,Andy Levitre,G,California,Oregon St.,California,Buffalo Bills,2,2009,1986,CA,CA
8554,Jonathan Grimes,RB,New Jersey,William & Mary,Virginia,,,,1989,NJ,VA
15958,Ryan Mouton,DB,Texas,Hawaii,Texas,Tennessee Titans,3,2009,1986,TX,TX
111,Bralon Addison,RB,Texas,Oregon,Texas,,,,1993,TX,TX
5158,Antone Davis,T-G,Tennessee,Tennessee,Georgia,Philadelphia Eagles,1,1991,1967,TN,GA
24131,John Williams,FB,Florida,Florida,Florida,Seattle Seahawks,1,1986,1964,FL,FL
20378,Nate Singleton,WR,Louisiana,Grambling St.,Louisiana,New York Giants,11,1992,1968,LA,LA
22779,Mike Utley,G-T,Washington,Washington St.,Washington,Detroit Lions,3,1989,1965,WA,WA
17399,Jack Perrin,BB,Michigan,Michigan,Michigan,,,,1898,MI,MI
19581,Bo Scaife,TE,Colorado,Texas,Colorado,Tennessee Titans,6,2005,1981,CO,CO
9465,Hall Haynes,DB,Oklahoma,Santa Clara,California,Washington Redskins,2,1950,1928,OK,CA
13551,Louie Long,E,Texas,Texas,Texas,,,,1908,TX,TX
19451,Frank Sanders,WR,Florida,Auburn,Florida,Arizona Cardinals,2,1995,1973,FL,FL
17255,Lonie Paxton,C,California,Sacramento St.,California,,,,1978,CA,CA
14349,Johnny Maxey,DE,South Carolina,Mars Hill,South Carolina,,,,1993,SC,SC
830,Ed Bagdon,G-MG-LB,Michigan,Michigan St.,Michigan,Chicago Cardinals,7,1950,1926,MI,MI
13166,Tim Lelito,G,Michigan,Grand Valley St.,Michigan,,,,1989,MI,MI
22867,Randy Vataha,WR,California,Stanford,California,Los Angeles Rams,17,1971,1948,CA,CA
14475,Fred McCallister,LB,Florida,Florida,Florida,,,,1962,FL,FL
23621,Cy Wentworth,B,Massachusetts,New Hampshire,Massachusetts,,,,1904,MA,MA
19777,Bobby Scott,QB,Tennessee,Tennessee,Georgia,New Orleans Saints,14,1971,1949,TN,GA
828,Steve Bagarus,HB-DB,Indiana,Notre Dame,Indiana,,,,1919,IN,IN
19184,Robert Royal,TE,Louisiana,LSU,Louisiana,Washington Redskins,5,2002,1979,LA,LA
1825,Brian Blades,WR,Florida,Miami (FL),Florida,Seattle Seahawks,2,1988,1965,FL,FL
22876,Chip Vaughn,DB,North Carolina,Wake Forest,Virginia,New Orleans Saints,4,2009,1985,NC,VA
9110,Gary Harrell,WR,Florida,Howard,Florida,,,,1972,FL,FL
13805,Tom Mack,G,Ohio,Michigan,Ohio,Los Angeles Rams,1,1966,1943,OH,OH
24224,Rodney Williams,WR,California,Arizona,California,,,,1973,CA,CA
2292,Mel Bratton,RB,Florida,Miami (FL),Florida,Denver Broncos,7,1989,1965,FL,FL
18566,Orian Rice,BB-C,New York,Syracuse,New York,,,,1900,NY,NY
3225,Eddie Cade,DB,Arizona,Arizona St.,Arizona,,,,1973,AZ,AZ
977,Pete Banaszak,RB,Wisconsin,Miami (FL),Wisconsin,Oakland Raiders,5,1966,1944,WI,WI
22691,Howard Twilley,WR-FL,Texas,Tulsa,Texas,Miami Dolphins,12,1966,1943,TX,TX
8609,Tim Grunhard,C,Illinois,Notre Dame,Illinois,Kansas City Chiefs,2,1990,1968,IL,IL
15777,Sean Morey,WR,Massachusetts,Brown,Massachusetts,New England Patriots,7,1999,1976,MA,MA
11883,Carl Kane,B,Pennsylvania,St. Louis,Illinois,,,,1913,PA,IL
1148,Dave Barr,QB,California,California,California,Philadelphia Eagles,4,1995,1972,CA,CA
18476,Bill Renner,P,Virginia,Virginia Tech,Virginia,,,,1959,VA,VA
15295,Chris Miller,QB,California,Oregon,Oregon,Atlanta Falcons,1,1987,1965,CA,OR
16102,Mickey Murtagh,C-G-E-B,New Jersey,Georgetown (DC),New Jersey,,,,1904,NJ,NJ
9737,Ron Hester,LB,Georgia,Florida St.,Florida,Miami Dolphins,6,1982,1959,GA,FL
9927,Glen Ray Hines,T,Arkansas,Arkansas,Arkansas,St. Louis Cardinals,6,1965,1943,AR,AR
9937,Chuck Hinton,DT,North Carolina,North Carolina Central,North Carolina,Cleveland Browns,2,1962,1939,NC,NC
5658,Steve Dils,QB,Washington,Stanford,Washington,Minnesota Vikings,4,1979,1955,WA,WA
5201,Dick Davis,DE,Tennessee,Vanderbilt,Tennessee,,,,1938,TN,TN
24594,Eric Wood,C,Ohio,Louisville,Ohio,Buffalo Bills,1,2009,1986,OH,OH
21800,John Tate,LB,Alabama,Jackson St.,Alabama,New York Giants,8,1975,1953,AL,AL
4199,Audie Cole,ILB,Michigan,North Carolina St.,Michigan,Minnesota Vikings,7,2012,1989,MI,MI
20559,Chris Smith,RB,Ohio,Notre Dame,Ohio,,,,1963,OH,OH
7098,Brendan Folmar,QB,Alabama,California (PA),Pennsylvania,,,,1964,AL,PA
16455,Bob Niziolek,TE,Illinois,Colorado,Illinois,Detroit Lions,8,1981,1958,IL,IL
17952,Terry Price,DE,Georgia,Texas A&M;,Texas,Chicago Bears,10,1990,1968,GA,TX
14034,Ed Marcontell,G,Texas,Lamar,Texas,St. Louis Cardinals,11,1967,1945,TX,TX
9327,John Harvey,RB,New York,Texas-El Paso,New York,,,,1966,NY,NY
4626,Bill Cottrell,T-G-C,Pennsylvania,Delaware Valley,Pennsylvania,,,,1944,PA,PA
3017,Alex Burl,HB,Arkansas,Colorado St.,Colorado,Chicago Cardinals,30,1954,1931,AR,CO
4720,Dennis Crane,DT-T,California,USC,California,Washington Redskins,4,1968,1945,CA,CA
416,Bobby Anderson,RB,Michigan,Colorado,Colorado,Denver Broncos,1,1970,1947,MI,CO
11890,Jim Kanicki,DT,Michigan,Michigan St.,Michigan,Cleveland Browns,2,1963,1941,MI,MI
4537,Ron Copeland,WR,California,UCLA,California,Chicago Bears,7,1969,1946,CA,CA
8378,Jessie Green,WR,Texas,Tulsa,Texas,Green Bay Packers,10,1976,1954,TX,TX
5223,Greg Davis,K,Georgia,The Citadel,Georgia,Tampa Bay Buccaneers,9,1987,1965,GA,GA
10587,Glenn Hyde,T-G-C,Massachusetts,Pittsburgh,Massachusetts,,,,1951,MA,MA
16127,Greg Myers,DB,Florida,Colorado St.,Colorado,Cincinnati Bengals,5,1996,1972,FL,CO
785,Demarcus Ayers,WR,Texas,Houston,Texas,Pittsburgh Steelers,7,2016,1994,TX,TX
4977,Don Curtin,BB,Wisconsin,Marquette,Wisconsin,,,,1901,WI,WI
8266,Ducky Grant,BB,California,St. Mary's (CA),California,,,,1902,CA,CA
18131,Vic Radzievitch,B-G-FB,Connecticut,Connecticut,Connecticut,,,,1903,CT,CT
5560,Chuck Detwiler,DB,New York,Utah St.,California,,,,1947,NY,CA
12002,Carl Keever,LB,Nevada,Oregon St.,Idaho,,,,1961,NV,ID
18308,Corn Redick,WR,California,Cal State-Fullerton,California,Philadelphia Eagles,7,1986,1964,CA,CA
1750,Rodger Bird,DB,Kentucky,Kentucky,Kentucky,Oakland Raiders,1,1966,1943,KY,KY
9449,Norbert Hayes,E-FB,Wisconsin,Marquette,Wisconsin,,,,1896,WI,WI
5626,David Diehl,G-T,Illinois,Illinois,Illinois,New York Giants,5,2003,1980,IL,IL
22570,Rex Tucker,G,Texas,Texas A&M;,Texas,Chicago Bears,3,1999,1976,TX,TX
7244,Pete Franceschi,HB-DB,California,San Francisco,California,,,,1919,CA,CA
17886,Jim Powers,DB-LB-QB,California,USC,California,San Francisco 49ers,26,1950,1928,CA,CA
2474,Jason Brookins,RB,Missouri,Lane,Missouri,,,,1976,MO,MO
17238,Markus Paul,DB,Florida,Syracuse,Florida,Chicago Bears,4,1989,1966,FL,FL
1627,Bob Berry,QB,California,Oregon,California,Philadelphia Eagles,11,1964,1942,CA,CA
21840,Corky Taylor,DB-HB,Missouri,Kansas St.,Missouri,Los Angeles Rams,2,1955,1933,MO,MO
17263,Russell Payne,TE,Virginia,Appalachian St.,Virginia,,,,1965,VA,VA
6964,Joe Fitzgerald,E,Michigan,none,Michigan,,,,1899,MI,MI
16469,Jim Noble,E,Ohio,Syracuse,Ohio,,,,1901,OH,OH
22040,Earlie Thomas,DB,Texas,Colorado St.,Colorado,New York Jets,11,1970,1945,TX,CO
16765,Chukky Okobi,C-G,Pennsylvania,Purdue,New York,Pittsburgh Steelers,5,2001,1978,PA,NY
1879,Harry Bliss,B,Pennsylvania,Ohio St.,Pennsylvania,,,,1897,PA,PA
14642,Terry McDaniel,DB,Michigan,Tennessee,Michigan,Los Angeles Raiders,1,1988,1965,MI,MI
19909,Richard Seigler,LB,Nevada,Oregon St.,Nevada,San Francisco 49ers,4,2004,1980,NV,NV
5564,Dennis DeVaughn,DB,California,Bishop,Texas,Philadelphia Eagles,5,1982,1960,CA,TX
14845,Corey McIntyre,FB,Florida,West Virginia,Florida,,,,1979,FL,FL
17279,Harley Pearce,E-B,Ohio,Ohio Wesleyan,Ohio,,,,1901,OH,OH
5242,Jerome Davis,T,Michigan,Minnesota,Michigan,,,,1974,MI,MI
22478,Justin Trattou,DE,New Jersey,Florida,New Jersey,,,,1988,NJ,NJ
15600,Bill Montgomery,G-T,Missouri,St. Louis,Missouri,,,,1909,MO,MO
7037,Mike Flores,DE,Ohio,Louisville,Ohio,Philadelphia Eagles,11,1991,1966,OH,OH
7797,Adam Gettis,G,Illinois,Iowa,Illinois,Washington Redskins,5,2012,1988,IL,IL
8348,Bubba Green,DT,New Jersey,North Carolina St.,New Jersey,Baltimore Colts,6,1981,1957,NJ,NJ
18488,Pete Retzlaff,E-HB-TE,North Dakota,North Dakota-Ellendale,North Dakota,Detroit Lions,22,1953,1931,ND,ND
15053,Tim Meamber,LB,California,Washington,California,Minnesota Vikings,3,1985,1962,CA,CA
17741,Frank Pollard,RB,Texas,Baylor,Texas,Pittsburgh Steelers,11,1980,1957,TX,TX
1844,Dwayne Blakley,TE,Missouri,Missouri,Missouri,,,,1979,MO,MO
7422,Jamaal Fudge,DB,Florida,Clemson,Florida,,,,1983,FL,FL
23841,Brandon Whiting,DE-DT,California,California,California,Philadelphia Eagles,4,1998,1976,CA,CA
2904,Tom Buckman,TE,Texas,Texas A&M;,Texas,Green Bay Packers,12,1969,1947,TX,TX
20050,Brad Shearer,DT,Texas,Texas,Texas,Chicago Bears,3,1978,1955,TX,TX
19586,Patrick Scales,LS,Kentucky,Utah St.,Utah,,,,1988,KY,UT
3086,Antwon Burton,DT,New York,Temple,New York,,,,1983,NY,NY
9158,Dud Harris,T,North Carolina,Ohio St.,Ohio,,,,1903,NC,OH
15914,Anthony Mosley,RB,California,Fresno St.,California,,,,1965,CA,CA
17282,Red Pearlman,T-G,Pennsylvania,Pittsburgh,Pennsylvania,,,,1898,PA,PA
7960,Bill Glenn,QB,Missouri,East. Illinois,Illinois,Chicago Bears,17,1941,1918,MO,IL
2878,Michael Buchanan,DE,Illinois,Illinois,Illinois,New England Patriots,7,2013,1991,IL,IL
16169,Peter Najarian,LB,California,Minnesota,Minnesota,,,,1963,CA,MN
15429,Snoop Minnis,WR,Florida,Florida St.,Florida,Kansas City Chiefs,3,2001,1977,FL,FL
14701,Dexter McDougle,CB,Virginia,Maryland,Virginia,New York Jets,3,2014,1991,VA,VA
9569,Ron Heller,TE,California,Oregon St.,Idaho,,,,1963,CA,ID
22272,Brian Thure,T,California,California,California,Washington Redskins,6,1995,1973,CA,CA
4887,Jermelle Cudjo,DT,Oklahoma,Central Oklahoma,Oklahoma,,,,1986,OK,OK
24461,Brandon Winey,T,Louisiana,LSU,Louisiana,Miami Dolphins,6,2001,1978,LA,LA
20650,Jeff Smith,DE,Tennessee,Air Force,Illinois,,,,1962,TN,IL
23807,Reggie White,RB,Texas,Oklahoma St.,Texas,,,,1979,TX,TX
16908,Tyler Ott,LS,Oklahoma,Harvard,Oklahoma,,,,1992,OK,OK
8663,Jim Gustafson,WR,Minnesota,St. Thomas,Minnesota,,,,1961,MN,MN
20990,George Speth,T,New York,Murray St.,New York,Detroit Lions,18,1942,1918,NY,NY
3587,Mike Carter,WR,Arkansas,Sacramento St.,California,Green Bay Packers,15,1970,1948,AR,CA
3295,Tony Calvelli,C-G,California,Stanford,California,Detroit Lions,11,1939,1915,CA,CA
23303,Tex Warrington,G-C-LB,Delaware,William & Mary,Delaware,Boston Yanks,9,1944,1921,DE,DE
21579,Charlie Sumner,DB,Virginia,William & Mary,Virginia,Chicago Bears,22,1954,1930,VA,VA
8794,Courtney Hall,C-G,California,Rice,California,San Diego Chargers,2,1989,1968,CA,CA
23511,George Webster,LB,South Carolina,Michigan St.,South Carolina,Houston Oilers,1,1967,1945,SC,SC
21136,Randy Starks,DT,Virginia,Maryland,Maryland,Tennessee Titans,3,2004,1983,VA,MD
18288,Ken Reaves,DB,Pennsylvania,Norfolk St.,Pennsylvania,Atlanta Falcons,4,1966,1944,PA,PA
14623,Hugh McCullough,TB-HB,Oklahoma,Oklahoma,Oklahoma,Pittsburgh Pirates,4,1939,1916,OK,OK
22166,Darrell Thompson,RB,Missouri,Minnesota,Minnesota,Green Bay Packers,1,1990,1967,MO,MN
2347,Carl Brettschneider,LB,Illinois,Iowa St.,Illinois,,,,1931,IL,IL
21843,Curtis Taylor,DB,Louisiana,LSU,Louisiana,San Francisco 49ers,7,2009,1985,LA,LA
1871,Bob Bleier,QB,New York,Richmond,New York,,,,1964,NY,NY
12903,Jack Larscheid,HB,Wisconsin,Pacific,Wisconsin,,,,1933,WI,WI
