player_id,name,position,birth_state,college,high_school_state,draft_team,draft_round,draft_year,birth_year,birth_state_abr,high_school_state_abr
22172,Derrius Thompson,WR,Texas,Baylor,Texas,,,,1977,TX,TX
4593,Doug Cosbie,TE,California,Holy Cross,California,Dallas Cowboys,3,1979,1956,CA,CA
10220,Sam Horner,HB-DB-P,Oklahoma,VMI,Pennsylvania,Washington Redskins,2,1960,1938,OK,PA
3470,Ken Carpenter,HB-FL,Oregon,Oregon St.,Oregon,Cleveland Browns,1,1950,1926,OR,OR
20240,Sam Silas,DT,Florida,Southern Illinois,Florida,Boston Patriots,6,1963,1940,FL,FL
16042,Ed Muransky,T,Ohio,Michigan,Ohio,Los Angeles Raiders,4,1982,1960,OH,OH
16609,Ed O'Bradovich,DE,Illinois,Illinois,Illinois,Chicago Bears,7,1962,1940,IL,IL
6369,Dante Ellington,T,Alabama,Alabama,Alabama,,,,1980,AL,AL
380,Walt Ambrose,G,Wisconsin,Carroll (WI),Wisconsin,,,,1905,WI,WI
17031,Paul Palmer,RB,Maryland,Temple,Maryland,Kansas City Chiefs,1,1987,1964,MD,MD
12728,Rip Kyle,C-T-G,Pennsylvania,Gettysburg,Pennsylvania,,,,1899,PA,PA
14615,John McCrumbly,LB,Texas,Texas A&M;,Texas,Buffalo Bills,5,1975,1952,TX,TX
19903,Champ Seibold,T,Wisconsin,Ripon,Wisconsin,,,,1911,WI,WI
16598,Chukie Nwokorie,DE,Alabama,Purdue,Indiana,,,,1975,AL,IN
9066,Chic Harley,WB-HB,Illinois,Ohio St.,Ohio,,,,1894,IL,OH
22402,Bob Toneff,DT-DE-T-LB-G,Michigan,Notre Dame,Ohio,San Francisco 49ers,2,1952,1930,MI,OH
22420,Spencer Toone,LB,Idaho,Utah,Idaho,Tennessee Titans,7,2006,1980,ID,ID
2228,Jim Bradshaw,DB,Ohio,Tenn-Chattanooga,Ohio,Boston Patriots,20,1963,1939,OH,OH
4062,Cal Clemens,BB,Oklahoma,USC,Oklahoma,,,,1911,OK,OK
3056,Clinton Burrell,DB,Louisiana,LSU,Louisiana,Cleveland Browns,6,1979,1956,LA,LA
13135,Dick Leftridge,FB,West Virginia,West Virginia,West Virginia,Pittsburgh Steelers,1,1966,1944,WV,WV
21895,Sean Taylor,DB,Florida,Miami (FL),Florida,Washington Redskins,1,2004,1983,FL,FL
6444,Larry Ely,LB,Iowa,Iowa,Iowa,Cincinnati Bengals,16,1970,1947,IA,IA
5567,Kevin Devine,DB,Mississippi,California,California,,,,1974,MS,CA
9145,Clark Harris,TE,New Jersey,Rutgers,New Jersey,Green Bay Packers,7,2007,1984,NJ,NJ
3188,Keith Byars,RB-TE,Ohio,Ohio St.,Ohio,Philadelphia Eagles,1,1986,1963,OH,OH
23612,Hal Wendler,BB,Ohio,Ohio St.,Ohio,,,,1902,OH,OH
5474,John Demmy,T,New Jersey,none,New Jersey,,,,1904,NJ,NJ
13812,John Mackey,TE,New York,Syracuse,New York,Baltimore Colts,2,1963,1941,NY,NY
6519,Paul Ernster,K,Arizona,Northern Arizona,Arizona,Denver Broncos,7,2005,1982,AZ,AZ
19655,Herm Schmarr,DE,Connecticut,Catholic,Vermont,Cleveland Rams,8,1937,1912,CT,VT
8942,Ray Hanken,E,Iowa,George Washington,Iowa,,,,1911,IA,IA
1523,Tony Benjamin,RB,Pennsylvania,Duke,Pennsylvania,Seattle Seahawks,6,1977,1955,PA,PA
4543,Terrance Copper,WR,North Carolina,East Carolina,North Carolina,,,,1982,NC,NC
15265,Rontez Miles,FS,Pennsylvania,California (PA),Pennsylvania,,,,1988,PA,PA
24413,Quincy Wilson,RB,West Virginia,West Virginia,West Virginia,Atlanta Falcons,7,2004,1981,WV,WV
19569,James Saxon,FB,South Carolina,San Jose St.,South Carolina,Kansas City Chiefs,6,1988,1966,SC,SC
5010,Carson Dach,C,Michigan,East. Michigan,Michigan,,,,1980,MI,MI
12535,Gary Kosins,RB,Indiana,Dayton,Ohio,Miami Dolphins,3,1972,1949,IN,OH
12200,Jeff Kiewel,G,Arizona,Arizona,Arizona,,,,1960,AZ,AZ
10292,Harry Howard,DB,Ohio,Ohio St.,Ohio,Los Angeles Rams,9,1972,1949,OH,OH
10850,Tyson Jackson,DE,Louisiana,LSU,Louisiana,Kansas City Chiefs,1,2009,1986,LA,LA
1756,Matt Birk,C,Minnesota,Harvard,Minnesota,Minnesota Vikings,6,1998,1976,MN,MN
22735,Mason Unck,LB,Utah,Arizona St.,Utah,,,,1980,UT,UT
20641,Jack Smith,DE-E,California,Stanford,California,,,,1917,CA,CA
6352,Chief Elkins,B,New York,Haskell Indian,Oklahoma,,,,1899,NY,OK
1751,Steve Bird,WR,Indiana,East. Kentucky,Kentucky,St. Louis Cardinals,5,1983,1960,IN,KY
21376,Mike Stonebreaker,LB,Maryland,Notre Dame,Louisiana,Chicago Bears,9,1991,1967,MD,LA
9968,Daryl Hobbs,WR,Texas,Pacific,California,,,,1968,TX,CA
10232,Larry Horton,DE-DT,Indiana,Iowa,Indiana,Chicago Bears,9,1972,1949,IN,IN
17517,Bob Pfohl,B,Indiana,Kings Point,Indiana,New York Giants,7,1948,1926,IN,IN
2815,John Bruno,P,Pennsylvania,Penn St.,Pennsylvania,St. Louis Cardinals,5,1987,1964,PA,PA
5690,Mike Ditka,TE,Pennsylvania,Pittsburgh,Pennsylvania,Chicago Bears,1,1961,1939,PA,PA
5998,T.J. Duckett,RB,Michigan,Michigan St.,Michigan,Atlanta Falcons,1,2002,1981,MI,MI
8033,Markus Golden,OLB,Missouri,Missouri,Missouri,Arizona Cardinals,2,2015,1991,MO,MO
22108,Rex Thomas,WB-FB-TB-HB,Oklahoma,Tulsa,Oklahoma,,,,1902,OK,OK
13629,Derek Loville,RB,California,Oregon,California,,,,1968,CA,CA
24462,Antoine Winfield,DB,Ohio,Ohio St.,Ohio,Buffalo Bills,1,1999,1977,OH,OH
23177,Herkie Walls,WR,Texas,Texas,Texas,Houston Oilers,7,1983,1961,TX,TX
24604,Cedric Woodard,DT,Texas,Texas,Texas,Baltimore Ravens,6,2000,1977,TX,TX
10699,John Ivlow,RB,Illinois,Northwestern,Illinois,,,,1970,IL,IL
2994,Earl Burgner,BB-WB,Ohio,Wittenberg,Ohio,,,,1900,OH,OH
21044,John St. Clair,T,Virginia,Virginia,Virginia,St. Louis Rams,3,2000,1977,VA,VA
4789,Bobby Crockett,SE-WR,Arkansas,Arkansas,Arkansas,Buffalo Bills,10,1966,1943,AR,AR
4071,Nate Clements,DB,Ohio,Ohio St.,Ohio,Buffalo Bills,1,2001,1979,OH,OH
10488,Ervin Hunt,DB,California,Fresno St.,California,Green Bay Packers,6,1970,1947,CA,CA
22860,Frank Varrichione,T,Massachusetts,Notre Dame,Massachusetts,Pittsburgh Steelers,1,1955,1932,MA,MA
9068,Andy Harmon,DT-DE,Ohio,Kent St.,Ohio,Philadelphia Eagles,6,1991,1969,OH,OH
15227,Ron Middleton,TE,Alabama,Auburn,Alabama,,,,1965,AL,AL
21557,John Sullivan,LB,New York,Illinois,New York,Chicago Bears,6,1979,1956,NY,NY
19073,Durwood Roquemore,DB,Texas,Texas A&M-Kingsville;,Texas,Kansas City Chiefs,6,1982,1960,TX,TX
22032,Devin Thomas,WR,Michigan,Michigan St.,Michigan,Washington Redskins,2,2008,1986,MI,MI
24013,Charles Williams,DB,Mississippi,Jackson St.,Mississippi,Philadelphia Eagles,9,1978,1953,MS,MS
947,Keith Baldwin,DE,Texas,Texas A&M;,Texas,Cleveland Browns,2,1982,1960,TX,TX
22654,Marcus Turner,DB,California,UCLA,California,Kansas City Chiefs,11,1989,1966,CA,CA
2216,Harold Bradley,G,Illinois,Iowa,Illinois,,,,1929,IL,IL
21584,Vinnie Sunseri,SS,Pennsylvania,Alabama,North Carolina,New Orleans Saints,5,2014,1993,PA,NC
12907,Ted Larsen,C,Florida,North Carolina St.,Florida,New England Patriots,6,2010,1987,FL,FL
16646,Ed O'Hearn,T-G,Massachusetts,Boston Col.,Massachusetts,,,,1898,MA,MA
24679,Jim Worden,HB,Ohio,Waynesburg,Ohio,,,,1915,OH,OH
17278,Dave Pear,NT-DT,Washington,Washington,Oregon,Baltimore Colts,3,1975,1953,WA,OR
24535,Cory Withrow,C,Washington,Washington St.,Washington,,,,1975,WA,WA
12021,Paul Kell,T,Illinois,Notre Dame,Michigan,Green Bay Packers,8,1939,1915,IL,MI
17259,Ken Payne,WR,Oklahoma,Langston,Oklahoma,Green Bay Packers,6,1974,1950,OK,OK
16373,Dat Nguyen,LB,Arkansas,Texas A&M;,Texas,Dallas Cowboys,3,1999,1975,AR,TX
12906,Spencer Larsen,FB-LB,Arizona,Arizona,Arizona,Denver Broncos,6,2008,1984,AZ,AZ
20495,Brad Smelley,TE,Alabama,Alabama,Alabama,Cleveland Browns,7,2012,1989,AL,AL
8515,Larry Griffin,DB,Virginia,North Carolina,Virginia,Houston Oilers,8,1986,1963,VA,VA
19881,Mark Seay,WR,California,Long Beach St.,California,,,,1967,CA,CA
22930,Marcus Vick,WR/QB,Virginia,Virginia Tech,Virginia,,,,1984,VA,VA
9700,Kelly Herndon,DB,Ohio,Toledo,Ohio,,,,1976,OH,OH
22378,Alvin Toles,LB,Georgia,Tennessee,Georgia,New Orleans Saints,1,1985,1963,GA,GA
17583,Mike Piel,DE-NT,California,Illinois,California,Los Angeles Rams,3,1988,1965,CA,CA
7719,Matt Gay,DB,Illinois,Kansas,Illinois,,,,1970,IL,IL
7542,Robert Gallery,T,Iowa,Iowa,Iowa,Oakland Raiders,1,2004,1980,IA,IA
18587,Kink Richards,B,Iowa,Simpson,Iowa,,,,1910,IA,IA
11288,James Johnson,RB,Louisiana,Kansas St.,Texas,,,,1984,LA,TX
8122,Tod Goodwin,E,West Virginia,West Virginia,Ohio,,,,1911,WV,OH
3675,Alcides Catanho,LB,New Jersey,Rutgers,New Jersey,,,,1972,NJ,NJ
18885,Koren Robinson,WR,North Carolina,North Carolina St.,North Carolina,Seattle Seahawks,1,2001,1980,NC,NC
19741,Ade Schwammel,T,California,Oregon St.,California,,,,1908,CA,CA
8081,John Goode,TE,Ohio,Youngstown St.,Ohio,St. Louis Cardinals,5,1984,1962,OH,OH
6311,Clyde Ehrhardt,C,Kentucky,Georgia,Tennessee,Washington Redskins,19,1944,1921,KY,TN
24657,Freddie Woodson,G-DT-DE,Georgia,Florida A&M;,Georgia,,,,1944,GA,GA
16300,Steve Nemeth,QB-HB,Indiana,Notre Dame,Indiana,,,,1922,IN,IN
7194,Roy Foster,G-T,California,USC,California,Miami Dolphins,1,1982,1960,CA,CA
4552,Lou Cordileone,DT-DE-G,New Jersey,Clemson,New Jersey,New York Giants,1,1960,1937,NJ,NJ
12211,Jon Kilgore,P,South Carolina,Auburn,Georgia,,,,1943,SC,GA
8083,Najee Goode,ILB,Ohio,West Virginia,Ohio,Tampa Bay Buccaneers,5,2012,1990,OH,OH
21826,Billy Taylor,RB,Texas,Texas Tech,Texas,New York Giants,4,1978,1956,TX,TX
10464,Tommy Humphrey,G-T,West Virginia,Iowa,New York,,,,1962,WV,NY
21193,Rebel Steiner,DB,Alabama,Alabama,Alabama,Green Bay Packers,12,1949,1927,AL,AL
21422,Jimmy Strausbaugh,HB,Ohio,Ohio St.,Ohio,Green Bay Packers,20,1941,1918,OH,OH
3512,Adam Carriker,DE,Nebraska,Nebraska,Washington,St. Louis Rams,1,2007,1984,NE,WA
7861,Freddie Gilbert,DE,Georgia,Georgia,Georgia,Denver Broncos,1,1984,1962,GA,GA
18217,Lou Rash,DB,Mississippi,Miss. Valley St.,Mississippi,,,,1960,MS,MS
17387,John Perko,G,Minnesota,Minnesota,Minnesota,Philadelphia Eagles,10,1944,1918,MN,MN
9494,Sherrill Headrick,LB,Texas,TCU,Texas,,,,1937,TX,TX
14777,Karmeeleyah McGill,LB,Florida,Notre Dame,Florida,,,,1971,FL,FL
21872,Jordan Taylor,WR,Texas,Rice,Texas,,,,1992,TX,TX
13664,Ken Lucas,DB,Mississippi,Mississippi,Mississippi,Seattle Seahawks,2,2001,1979,MS,MS
